Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age_on_2024,Spent,AcceptedCmp
4,4,62159,0,0,182,17,259,77,70,29,1,6,2,10,4,0,78,634,0
2,4,80695,0,0,557,129,984,193,37,18,1,5,8,5,2,0,61,1918,0
3,4,33316,1,1,79,1,31,4,4,12,3,2,1,4,6,0,53,131,0
2,5,58554,1,1,368,24,68,38,0,88,6,8,2,6,7,0,56,586,0
1,3,17256,1,0,6,4,14,8,8,22,2,2,1,2,8,0,32,62,1
2,2,53034,1,1,160,15,196,15,11,50,8,6,1,7,8,0,50,447,0
0,5,52203,0,0,488,21,238,56,108,28,1,8,7,11,6,0,74,939,0
0,2,59601,0,1,691,7,69,0,7,23,4,2,2,7,8,0,47,797,1
3,4,75154,0,1,543,10,205,160,143,82,1,6,3,6,3,1,66,1143,0
2,4,47025,0,1,254,7,108,20,0,26,3,6,3,5,6,0,48,415,0
2,3,37971,1,0,5,4,10,2,2,7,1,1,0,3,8,0,51,30,0
3,2,41335,1,0,112,19,21,16,14,5,3,4,1,4,7,0,56,187,0
2,3,67267,0,1,134,11,59,15,2,30,1,3,2,5,2,0,66,251,0
2,4,57338,0,1,143,6,52,11,8,17,2,4,1,5,5,0,49,237,0
0,5,50523,1,1,51,4,24,4,7,1,2,2,0,4,6,0,64,91,0
3,4,35791,2,1,27,0,5,0,0,3,2,1,0,3,8,0,59,35,0
4,2,50611,0,1,459,0,24,6,0,4,6,4,5,7,6,0,64,493,1
4,3,56242,0,1,689,8,167,11,8,88,5,8,4,11,6,0,55,971,0
2,4,48904,0,1,283,10,38,0,13,27,4,7,2,4,8,0,64,371,0
2,4,56243,1,2,347,0,35,4,3,7,6,4,2,8,5,0,49,396,0
2,3,21355,1,0,5,13,14,0,5,31,2,2,1,2,6,1,39,68,1
3,5,57420,0,1,280,0,18,0,0,24,3,5,1,6,7,0,53,322,1
3,2,46390,0,1,95,14,64,2,9,38,1,4,2,3,7,0,69,222,0
0,5,54342,1,1,84,10,34,11,10,28,4,3,1,4,6,0,68,177,0
2,3,20895,1,0,18,3,17,3,0,4,1,2,0,3,9,0,51,45,0
2,3,92344,0,0,992,24,694,51,19,119,0,5,10,5,1,0,76,1899,2
0,5,26907,1,1,9,1,7,0,3,2,2,1,0,3,7,0,48,22,0
2,5,44964,1,1,19,1,17,2,0,2,1,1,0,3,8,0,44,41,0
2,5,75507,0,0,709,93,374,104,80,80,1,8,6,6,3,0,45,1440,0
3,3,53761,1,1,158,0,76,13,7,71,6,4,4,3,5,0,52,325,0
2,5,22682,1,0,10,14,29,4,2,36,3,2,1,4,4,0,51,95,0
4,5,38887,1,0,25,1,13,0,0,3,1,1,0,3,7,0,52,42,0
0,4,41658,1,1,8,4,12,15,4,29,2,1,1,2,4,0,49,72,0
4,3,29791,1,0,14,0,6,0,0,0,2,2,0,3,5,0,52,20,0
3,3,63915,0,2,622,7,115,30,0,15,2,6,3,12,5,0,68,789,0
2,2,39996,1,1,11,0,3,0,0,1,1,1,0,2,6,0,50,15,0
2,2,26759,1,0,25,3,16,8,5,2,2,2,1,3,6,0,52,59,0
3,2,63841,0,1,635,15,100,20,7,131,1,9,3,9,6,0,56,908,0
4,3,51039,1,1,100,64,79,65,0,109,2,6,2,4,7,0,55,417,0
2,3,60544,1,1,201,2,43,3,5,35,4,5,1,5,6,0,63,289,0
2,3,65685,0,1,642,14,49,0,7,57,1,9,2,9,5,0,52,769,0
2,3,37716,0,1,97,1,41,6,2,41,2,4,1,3,7,0,71,188,0
2,4,36864,0,1,204,5,39,17,0,89,3,5,2,4,8,1,67,354,0
3,3,44511,1,0,513,7,133,46,14,14,6,8,4,8,8,0,54,727,0
4,3,36947,1,1,88,3,21,4,1,29,4,3,0,4,9,0,57,146,0
3,5,47352,0,1,172,12,112,8,0,15,4,6,1,5,7,0,73,319,0
3,3,67087,0,1,329,35,222,130,35,43,2,7,5,8,4,0,71,794,0
2,3,57045,0,1,296,13,104,11,13,17,3,4,2,9,3,0,74,454,0
4,2,36957,1,1,100,2,16,2,1,31,4,3,2,2,9,1,71,152,0
4,3,69389,0,1,422,7,238,69,46,15,1,7,2,12,4,0,47,797,0
2,3,80134,1,0,1218,16,272,104,0,80,2,5,3,6,6,1,52,1690,3
3,3,43142,1,1,5,1,7,2,1,4,1,1,0,2,7,0,55,20,0
2,3,80589,0,0,507,93,520,242,40,26,1,5,10,5,1,1,80,1428,1
2,4,34412,1,0,52,12,50,4,36,55,3,5,0,3,9,0,34,209,0
2,4,57537,1,0,191,56,139,51,8,100,4,4,3,8,4,0,45,545,0
1,5,22634,0,0,2,23,11,8,6,46,1,2,1,2,8,0,58,96,0
2,5,51315,0,0,68,28,39,16,30,41,1,2,2,5,2,0,76,222,0
2,3,36026,2,1,20,4,10,6,4,17,2,2,0,3,6,0,52,61,0
2,3,24639,1,1,20,3,16,0,4,1,3,2,0,4,6,0,51,44,0
4,5,34578,2,1,7,0,1,0,0,0,1,1,0,2,6,0,52,8,0
0,4,65704,0,0,279,172,74,38,8,246,1,2,10,10,1,0,52,817,0
2,4,63810,0,1,977,12,253,16,12,101,4,4,3,12,8,0,58,1371,1
4,5,54132,0,1,30,1,8,0,0,3,1,1,0,3,7,0,55,42,0
2,3,18690,0,0,6,1,7,23,4,19,1,1,1,2,8,0,65,60,0
2,3,28164,1,0,3,18,26,11,8,12,3,2,0,4,7,0,54,78,0
4,3,34596,1,0,14,0,2,0,0,7,1,1,0,2,8,0,50,23,0
4,3,43269,1,0,10,1,7,0,0,1,1,1,0,2,8,0,52,19,0
0,4,38741,1,1,7,10,17,8,6,13,2,2,0,3,7,0,66,61,0
2,4,31907,0,0,33,87,64,175,16,74,1,6,1,6,7,0,52,449,0
3,3,27100,1,0,12,0,13,2,0,10,1,1,0,3,7,0,41,37,0
0,2,31163,1,0,2,3,10,11,2,10,1,1,0,3,6,0,51,38,0
2,3,92533,0,0,693,21,118,110,147,42,1,6,5,11,2,0,39,1131,2
2,4,34853,1,1,9,3,15,2,3,2,2,2,0,3,6,0,51,34,0
2,2,70844,1,1,129,26,67,3,67,2,5,6,1,5,7,0,57,294,0
0,3,31086,1,1,16,2,11,3,0,16,2,1,1,2,8,0,45,48,1
2,3,60544,1,1,201,2,43,3,5,35,4,5,1,5,6,0,63,289,0
0,5,20491,0,0,5,4,5,4,2,10,1,0,1,2,7,0,38,30,0
2,3,42523,0,0,14,36,11,3,26,35,1,1,1,4,2,0,60,125,0
2,3,39922,1,0,29,12,59,19,1,36,2,3,0,4,8,0,41,156,0
2,5,33402,1,1,26,2,19,10,5,8,3,2,1,3,8,0,72,70,0
3,3,36408,1,1,9,1,4,3,2,3,1,1,0,2,6,0,75,22,0
2,5,21645,1,0,14,0,23,4,5,19,3,3,0,3,9,1,45,65,0
3,6,78427,0,0,972,19,595,180,26,138,3,3,7,10,3,1,76,1930,1
2,5,82657,0,0,966,168,672,246,105,126,1,7,5,10,4,0,78,2283,2
2,3,51876,0,0,99,27,102,28,48,6,1,2,2,8,1,0,66,310,0
0,3,78041,0,0,482,35,553,72,160,17,1,4,4,9,2,0,53,1319,0
2,3,52852,0,1,714,8,99,11,0,47,4,10,7,5,8,0,67,879,1
4,5,70038,0,0,587,54,348,71,54,130,1,4,4,8,2,0,42,1244,0
0,5,69401,0,1,399,27,159,58,8,39,4,4,4,5,2,0,51,690,0
2,5,46053,1,0,56,10,92,19,7,25,3,3,2,4,5,0,52,209,0
2,3,77343,0,0,227,151,573,98,54,31,1,3,4,9,1,0,59,1134,0
2,4,73892,0,0,703,102,601,0,58,43,1,3,11,8,1,1,71,1507,0
4,4,40304,1,0,37,0,17,0,0,3,1,2,0,3,7,0,57,57,0
4,5,32727,0,0,167,13,180,86,13,70,2,7,3,5,8,0,59,529,0
2,5,68695,0,0,458,81,356,106,50,40,1,4,4,7,2,0,55,1091,0
2,2,43300,0,1,91,3,52,2,1,31,3,4,0,4,8,1,53,180,0
2,5,26290,1,1,15,8,16,11,5,22,4,2,0,4,6,0,52,77,0
2,4,93790,0,0,1302,68,731,89,114,45,0,6,7,12,2,1,54,2349,3
4,3,38410,0,0,153,64,123,116,64,14,2,5,2,9,6,1,50,534,0
3,6,64866,0,1,508,5,21,7,5,10,4,7,3,7,5,0,74,556,1
2,5,57957,0,1,290,59,177,77,5,29,7,4,6,8,3,0,65,637,0
4,5,46015,1,1,38,0,2,0,0,6,1,1,0,3,7,0,69,46,2
2,5,16531,1,0,2,13,6,7,5,11,3,3,0,3,7,0,46,44,0
3,3,28072,1,0,30,0,10,2,0,5,1,1,0,3,7,0,38,47,0
3,2,49476,0,1,386,23,95,54,41,196,4,2,11,5,2,0,61,795,0
2,3,50725,0,1,443,10,75,0,10,48,4,8,1,8,8,0,71,586,0
2,5,83844,0,0,901,31,345,75,31,191,1,4,4,11,1,0,72,1574,1
4,3,41145,1,1,9,0,3,0,0,1,1,0,0,3,3,0,74,13,0
2,5,67419,0,1,846,84,352,91,56,42,4,9,4,8,5,0,54,1471,0
0,3,23162,1,1,8,3,9,19,4,22,3,1,1,3,6,0,54,65,0
2,3,34380,1,0,72,7,58,13,1,24,4,4,1,3,8,0,47,175,0
2,4,34704,0,1,29,0,5,0,1,5,1,1,0,3,5,0,58,40,0
4,3,94871,0,2,169,24,553,188,0,144,1,8,5,4,7,1,55,1078,2
2,3,65148,0,1,460,35,422,33,12,153,2,6,6,7,4,0,66,1115,0
2,5,39898,0,1,69,8,26,12,7,12,2,3,0,4,7,0,70,134,0
3,4,64857,0,0,556,14,717,210,0,43,1,7,5,10,4,0,68,1540,0
4,3,59892,0,1,73,0,13,0,1,0,1,2,1,3,3,0,54,87,0
3,4,41020,0,0,112,1,54,7,7,36,1,3,2,4,3,0,37,217,0
4,3,57072,0,1,944,0,60,0,0,30,2,7,5,13,5,0,63,1034,1
2,4,60474,0,1,265,199,303,234,9,170,7,10,2,12,7,0,45,1180,0
2,5,62807,0,1,526,28,135,10,21,99,3,5,3,12,5,0,64,819,0
0,5,19414,1,0,2,3,12,3,5,7,1,1,0,3,8,0,43,32,0
2,3,19107,1,0,2,4,9,10,5,16,2,1,0,3,7,0,44,46,0
0,5,75484,0,1,378,97,259,197,194,34,2,7,3,6,4,0,48,1159,0
3,4,70379,0,1,553,25,142,65,67,8,3,6,3,13,4,0,48,860,0
3,5,79419,0,0,751,127,687,20,15,31,1,4,6,4,2,0,54,1631,0
4,5,64014,2,1,406,0,30,0,0,8,7,8,2,5,7,0,78,444,1
2,3,76998,0,1,1449,89,161,69,35,107,2,11,8,8,6,0,69,1910,1
3,5,49854,1,0,123,17,171,39,0,30,5,6,2,5,6,0,52,380,0
4,3,60585,1,1,267,42,309,55,42,21,10,7,4,9,5,1,53,736,0
4,2,42873,1,1,209,0,40,3,2,15,4,6,1,4,8,0,74,269,0
2,5,87679,0,0,1259,172,815,97,148,33,1,7,11,10,4,1,36,2524,3
2,5,57867,1,0,344,35,178,15,23,17,7,7,2,9,6,0,46,612,0
2,3,35765,1,0,22,3,30,0,5,15,2,2,0,4,6,0,34,75,0
2,3,65492,0,0,247,161,295,210,85,47,2,4,7,13,2,0,65,1045,0
2,2,32952,1,0,38,0,12,3,1,1,1,2,0,3,7,0,47,55,0
4,5,53374,0,1,896,10,101,13,10,34,6,4,2,9,9,1,55,1064,1
2,5,71706,0,1,931,56,253,91,98,14,4,9,5,7,5,0,65,1443,0
2,3,68487,0,0,758,12,385,33,89,89,1,9,7,13,4,0,36,1366,0
3,5,53253,1,1,216,9,57,20,9,125,7,4,3,5,5,0,49,436,0
0,2,31163,1,0,2,3,10,11,2,10,1,1,0,3,6,0,51,38,0
2,3,42014,1,0,244,15,108,4,15,50,6,7,1,6,8,1,47,436,0
3,3,54108,1,1,539,6,91,8,6,97,13,8,2,9,8,0,51,747,0
4,4,49667,0,0,1181,26,120,17,13,39,2,5,10,5,8,1,69,1396,1
3,3,63206,0,0,750,8,125,11,8,26,1,4,3,6,2,0,50,928,1
3,3,57136,1,1,306,5,109,21,109,92,9,5,2,10,6,0,52,642,0
0,5,46772,0,1,350,104,189,197,151,57,6,11,8,5,8,0,49,1048,1
4,3,78931,0,0,331,197,170,58,152,35,1,2,8,13,1,0,53,943,0
2,5,53977,0,1,620,16,165,0,24,82,5,5,5,12,5,0,66,907,0
2,3,84219,0,0,434,137,400,45,137,45,1,3,4,10,1,0,36,1198,0
3,4,46098,1,1,57,0,27,0,0,36,4,3,2,2,8,0,49,120,0
2,3,73538,0,1,811,76,428,99,137,107,3,10,4,9,7,0,59,1658,0
2,3,79529,0,0,423,42,706,73,197,197,1,4,8,9,2,0,38,1638,0
0,5,20981,0,0,2,12,10,6,13,30,1,3,1,2,8,1,47,73,0
2,4,51766,1,0,60,51,87,6,20,51,2,4,2,4,5,0,44,275,0
2,3,55759,0,1,675,0,85,10,7,77,5,10,3,8,8,0,62,854,0
2,3,33039,1,0,30,8,12,8,8,12,1,2,0,4,5,0,46,78,0
3,3,37787,1,0,40,1,40,4,3,18,1,3,0,3,8,0,52,106,0
2,4,27242,1,0,3,17,26,20,1,39,2,2,0,3,9,1,54,106,0
4,4,87188,0,0,910,111,724,49,74,55,1,10,2,6,3,1,41,1923,0
2,5,69930,0,0,252,98,827,219,70,196,1,4,5,12,3,0,53,1662,0
2,4,37697,1,0,34,6,21,11,4,8,1,2,1,3,6,0,48,84,0
4,3,37401,1,0,19,3,19,3,1,3,2,2,0,3,7,0,51,48,0
2,4,3502,1,0,2,1,1,0,0,1,0,0,0,0,14,0,51,5,0
2,3,58597,1,1,490,0,184,10,28,21,12,7,4,9,7,0,48,733,0
4,6,82032,0,0,332,194,377,149,125,57,0,4,6,7,1,0,76,1234,0
2,5,28087,1,1,53,8,17,13,0,21,3,2,2,2,7,0,66,112,0
4,4,74004,0,0,784,48,560,42,176,48,1,4,6,4,3,1,37,1658,2
2,5,19740,0,1,7,11,3,10,4,20,2,1,1,3,5,0,64,55,0
0,3,57036,0,1,1171,43,219,19,14,47,4,6,3,13,9,0,49,1513,1
0,5,53083,1,1,215,7,33,3,0,13,6,5,1,5,7,0,66,271,1
4,3,69283,0,1,674,62,134,0,26,8,4,7,3,13,5,0,49,904,0
3,4,46098,1,1,57,0,27,0,0,36,4,3,2,2,8,1,49,120,0
0,3,23331,1,0,5,36,7,0,10,45,2,3,0,3,8,0,36,103,0
0,4,23331,1,0,104,20,101,24,15,5,6,5,1,5,9,0,36,269,0
2,4,9255,1,0,9,0,7,2,0,4,1,1,1,2,8,0,35,22,0
4,6,67786,0,0,431,82,441,80,20,102,1,3,6,6,1,1,65,1156,0
4,3,71969,0,1,1000,0,76,0,0,10,3,3,4,9,8,0,53,1086,1
3,4,59235,1,0,448,40,469,80,0,91,3,11,2,12,7,0,57,1128,0
2,5,31928,1,0,33,4,24,4,2,5,2,3,0,4,7,0,35,72,0
3,5,74881,1,1,505,72,270,36,27,54,4,9,2,12,5,0,63,964,0
2,3,65819,0,0,267,38,701,149,165,63,1,5,4,10,3,0,46,1383,0
4,4,51411,1,2,14,0,3,0,0,1,1,0,0,3,5,0,71,18,0
2,2,51983,0,1,631,0,115,10,7,30,3,9,2,10,7,0,60,793,0
3,5,42386,1,0,65,4,16,0,4,11,1,3,0,3,8,0,38,100,0
0,3,30390,0,0,10,12,12,25,1,20,1,2,0,3,6,0,37,80,0
2,4,30983,0,0,51,4,50,12,1,49,1,4,0,3,8,1,61,167,0
2,6,66033,0,1,293,35,179,46,59,65,2,8,3,7,7,0,67,677,0
0,3,37284,1,1,11,1,2,2,1,6,1,0,0,3,6,0,49,23,0
3,2,57530,0,1,50,1,27,6,7,1,1,1,1,4,1,0,73,92,0
0,3,76800,0,0,173,26,255,35,71,81,1,4,4,7,1,0,59,641,0
2,3,63943,0,1,423,184,368,13,97,21,1,6,4,6,5,0,68,1106,0
2,5,76081,0,0,292,30,415,63,33,200,1,4,5,4,2,0,62,1033,1
2,3,67445,0,1,757,80,217,29,80,11,5,9,6,12,6,0,50,1174,0
3,3,37054,1,1,12,1,6,0,1,5,2,1,0,3,7,0,57,25,0
3,5,47175,1,1,167,2,44,6,2,19,7,4,2,4,8,1,62,240,1
2,2,31859,1,0,3,1,3,8,0,5,1,1,0,2,7,0,48,20,0
2,2,27215,2,1,30,5,22,8,9,28,4,2,1,4,6,0,63,102,0
4,2,70179,0,1,532,88,168,69,44,133,3,7,3,13,5,0,48,1034,0
2,3,39922,1,0,29,12,59,19,1,36,2,3,0,4,8,0,41,156,0
3,3,49681,0,2,411,0,26,0,0,21,6,7,1,7,7,0,48,458,0
2,3,24645,1,0,5,3,4,4,1,0,1,1,0,2,8,0,36,17,0
2,2,79865,0,1,71,99,278,185,121,38,1,5,10,5,1,0,70,792,0
2,3,44322,1,0,46,0,40,3,0,3,2,3,0,3,8,0,39,92,0
2,4,47958,0,1,268,11,88,15,3,22,2,6,3,5,5,0,72,407,0
3,4,63972,0,1,928,63,254,0,12,12,4,5,4,10,4,0,60,1269,1
2,5,75315,0,1,459,15,171,142,23,31,2,5,4,12,2,0,70,841,0
4,3,55517,1,1,483,0,108,0,6,36,5,11,1,6,9,1,74,633,0
4,3,75283,1,2,733,9,180,12,19,66,11,6,3,5,4,0,67,1019,0
4,4,82800,0,0,1006,22,115,59,68,45,1,7,6,12,3,1,78,1315,2
2,3,38998,1,1,34,1,14,0,0,5,3,2,0,3,8,0,70,54,0
3,4,90638,0,0,1156,120,915,94,144,96,1,3,4,10,1,1,33,2525,1
3,3,27161,1,0,7,4,23,7,0,11,1,1,0,3,7,0,38,52,0
2,3,42014,1,0,244,15,108,4,15,50,6,7,1,6,8,1,47,436,0
4,5,38201,0,1,233,0,23,0,0,12,4,5,1,5,8,0,64,268,0
2,5,45203,2,0,35,3,67,10,8,24,1,3,1,3,6,1,42,147,0
4,5,81574,0,0,1252,0,465,46,35,0,1,4,5,8,1,0,77,1798,2
2,3,34935,0,0,34,4,66,3,10,20,1,2,1,4,7,0,32,137,0
3,4,60482,0,1,255,43,134,37,14,24,1,7,2,7,7,0,48,507,0
2,5,34633,2,1,8,1,5,0,0,1,1,1,0,2,6,0,68,15,0
3,5,78093,0,0,368,32,639,13,43,10,1,4,7,5,1,0,77,1105,0
2,2,82460,0,0,255,47,573,52,32,15,1,5,3,6,1,0,74,974,0
3,5,45903,0,1,33,8,10,2,10,3,2,2,1,3,4,0,58,66,0
2,2,81361,0,0,163,23,424,27,65,76,1,3,10,13,1,1,37,778,0
4,2,35860,1,1,15,0,8,4,2,20,2,1,1,2,5,1,51,49,1
3,5,40442,1,1,45,12,52,25,22,13,4,3,1,4,7,1,72,169,0
2,3,61482,0,0,48,58,68,16,66,43,1,3,2,6,2,0,59,299,0
2,3,34968,1,0,158,6,45,8,2,2,7,3,2,5,7,0,44,221,0
2,3,75794,0,0,754,160,625,63,32,48,1,7,5,12,3,0,37,1682,1
4,5,31497,0,1,108,1,28,13,1,4,2,3,1,4,8,0,62,155,0
2,3,74268,0,0,199,66,315,97,174,41,1,4,3,5,2,0,69,892,0
1,5,13724,1,0,2,7,5,2,15,27,1,2,0,2,9,0,36,58,1
3,5,45143,0,1,202,5,74,11,5,14,3,6,1,5,7,0,59,311,0
4,4,52569,0,1,85,0,3,0,0,7,1,2,0,4,3,0,57,95,0
4,4,48432,0,1,322,3,50,4,3,42,5,7,1,6,8,1,51,424,0
3,5,17144,1,1,18,2,19,0,2,6,5,3,0,4,7,0,64,47,0
2,4,36108,1,0,141,8,129,3,11,47,3,7,1,4,9,0,40,339,1
2,3,76445,1,0,739,107,309,140,80,35,1,2,5,13,6,0,53,1410,0
4,3,36663,1,0,18,0,6,3,3,5,1,1,1,3,2,0,49,35,0
3,3,53843,0,1,378,0,88,19,4,73,4,8,5,3,7,0,59,562,0
3,3,90226,0,0,1083,108,649,253,151,108,1,4,7,12,2,0,68,2352,1
3,2,70638,0,0,1016,12,215,16,12,63,1,4,5,10,3,0,69,1334,1
2,5,44512,1,1,23,1,6,0,0,2,2,1,0,3,4,0,64,32,0
2,3,27116,1,1,12,1,21,2,2,3,2,2,0,3,7,0,63,41,0
4,3,54072,1,1,35,0,4,0,0,0,1,2,0,2,8,0,61,39,0
2,3,71855,0,1,548,31,422,0,112,28,4,5,5,11,3,0,47,1141,0
0,4,51250,1,0,342,32,230,34,32,40,5,10,5,4,9,0,34,710,1
3,3,60432,0,1,365,3,15,4,3,11,5,7,2,5,6,0,51,401,0
4,3,65526,0,1,397,19,69,12,0,9,1,4,4,8,2,0,60,506,0
2,4,68655,0,0,456,19,832,75,118,38,1,4,5,11,3,0,36,1538,0
0,3,12393,0,0,5,6,15,11,7,13,1,2,0,3,9,0,46,57,0
2,4,64509,0,0,836,185,575,24,25,77,1,6,3,9,4,1,34,1722,1
2,4,33955,1,0,100,2,128,23,7,10,4,5,1,5,8,0,49,270,0
2,3,31353,1,1,10,0,10,3,1,7,2,1,1,2,8,1,47,31,0
2,3,55434,1,0,238,115,215,169,69,76,3,5,3,13,4,0,40,882,0
2,5,28359,1,0,6,0,5,2,1,2,1,1,0,2,7,0,41,16,0
2,4,57100,1,0,158,11,99,15,11,17,2,3,2,7,3,0,37,311,0
2,3,69139,0,1,86,12,75,33,15,6,1,4,1,5,4,0,59,227,0
3,3,52973,0,1,856,0,76,12,9,199,7,9,6,9,8,0,68,1152,0
4,5,51717,0,1,98,1,17,0,1,5,1,3,0,4,7,0,59,122,1
2,3,18793,1,0,4,16,20,0,17,20,3,2,0,4,8,0,53,77,0
0,5,66664,0,0,398,96,447,220,96,32,1,5,7,6,3,0,42,1289,0
2,4,50664,1,1,313,8,104,6,4,126,9,8,1,6,9,0,65,561,0
2,5,54414,1,1,109,18,16,24,26,18,4,3,1,5,4,0,61,211,0
4,3,54549,0,1,216,2,6,0,0,9,2,5,1,4,7,0,72,233,0
4,6,47111,0,1,595,71,153,120,112,41,6,3,2,10,9,0,53,1092,0
4,2,41003,0,0,123,133,142,71,44,88,1,6,2,8,6,0,61,601,0
2,5,19444,1,0,16,0,23,3,2,10,3,4,1,2,7,1,42,54,0
0,5,36301,1,0,11,12,35,3,5,12,1,3,0,3,7,0,48,78,0
4,5,73059,0,1,410,112,420,0,82,71,1,9,3,13,4,0,77,1095,0
4,5,42731,1,0,159,2,51,6,2,24,3,4,1,5,5,0,55,244,0
4,3,52854,1,1,105,0,10,0,1,0,2,2,1,4,5,0,65,116,0
2,5,22775,1,0,5,1,8,0,0,1,1,1,0,2,8,0,46,15,0
4,5,46681,0,2,269,15,69,15,19,38,2,4,6,4,5,0,76,425,0
4,3,59821,0,1,629,0,70,0,0,35,6,11,2,7,8,0,69,734,0
2,2,50002,0,1,443,5,71,21,16,82,2,8,2,7,7,0,70,638,0
2,3,69755,0,0,217,77,373,111,23,93,1,3,6,12,1,0,79,894,0
2,3,44078,1,1,24,1,10,2,0,4,2,2,0,3,5,0,55,41,0
3,5,30560,1,0,9,1,5,4,5,7,1,1,0,3,7,0,48,31,0
3,5,35924,1,1,8,0,14,2,3,7,1,1,0,3,5,0,55,34,0
4,2,64140,0,2,1459,0,61,0,15,215,5,2,5,6,5,1,60,1750,3
2,5,56386,1,1,230,48,214,13,32,75,8,9,1,7,9,0,43,612,0
1,5,24594,1,0,1,3,6,10,0,9,1,1,0,3,5,0,45,29,0
0,5,75774,1,0,340,21,134,258,14,56,1,7,5,8,4,0,43,823,0
3,2,39228,0,0,7,1,6,0,3,3,1,0,0,3,4,0,64,20,0
3,3,58494,0,1,298,7,68,4,0,19,2,6,2,6,6,0,50,396,0
2,4,58684,0,0,479,35,179,28,7,85,1,5,3,12,2,0,43,813,1
2,2,57136,0,0,267,140,599,34,12,127,1,7,5,7,6,1,57,1179,0
4,6,56551,1,1,67,4,32,17,2,16,3,2,1,4,4,0,74,138,0
2,3,22448,1,0,3,1,8,23,2,18,3,2,1,3,3,0,42,55,0
2,4,82014,0,0,980,37,265,35,163,31,1,3,6,12,6,1,63,1511,0
2,6,34213,1,1,50,4,28,6,3,26,3,3,1,2,9,1,61,117,0
4,6,25358,0,1,19,0,5,0,0,8,2,1,0,3,6,0,77,32,0
3,4,35544,1,0,30,5,23,4,1,4,1,2,0,3,7,0,46,67,0
3,5,36634,0,1,213,9,76,4,3,30,3,5,2,5,7,0,70,335,0
4,3,62670,0,1,539,30,92,80,46,38,1,5,3,13,3,0,70,825,0
0,5,50334,0,1,284,16,160,84,16,134,6,7,4,6,6,0,52,694,0
2,4,72066,0,0,1003,34,536,134,51,34,1,4,6,6,2,1,43,1792,2
4,4,50729,1,1,239,13,143,45,4,52,9,6,2,7,6,0,66,496,0
2,5,34916,2,0,51,23,82,33,0,42,4,5,1,3,9,0,56,231,0
2,2,64892,0,1,527,24,230,32,24,65,2,6,4,12,4,0,48,902,0
2,4,43602,1,1,19,5,12,10,3,19,3,3,1,2,6,0,58,68,0
4,4,33996,0,0,40,2,15,8,0,6,1,1,1,3,4,0,35,71,0
0,4,41473,1,0,21,8,20,15,3,9,1,2,0,3,7,0,39,76,0
4,3,63246,0,2,593,30,91,29,22,7,1,6,3,12,4,0,57,772,0
4,3,36732,1,1,21,5,3,10,1,7,3,1,1,4,2,0,65,47,0
4,3,69084,1,0,1181,107,199,39,30,30,2,7,3,13,8,0,54,1586,0
4,3,77766,0,1,1004,59,265,115,59,27,2,11,10,11,6,1,57,1529,1
4,4,37929,0,0,202,2,46,3,2,10,2,4,2,5,7,1,39,265,2
2,5,86610,0,0,446,107,768,33,196,53,1,5,6,6,2,0,73,1603,0
3,3,80141,0,0,1184,102,673,52,40,40,1,7,4,10,6,1,38,2091,1
0,3,72635,0,0,390,22,323,104,35,107,1,6,8,6,3,0,69,981,1
2,3,69016,0,1,726,53,363,123,107,161,4,8,9,13,5,0,54,1533,0
0,5,20193,0,0,8,8,22,24,11,9,1,1,1,4,4,0,33,82,0
2,3,27573,1,0,50,15,110,39,15,15,4,5,1,4,8,0,49,244,0
1,4,15862,1,0,1,1,4,11,9,10,1,1,0,3,8,0,45,36,0
4,3,49544,1,0,308,0,73,0,0,23,2,5,1,8,7,0,48,404,0
2,3,33228,1,0,22,2,31,7,4,5,1,2,0,3,7,0,44,71,0
2,5,70440,0,0,690,117,499,76,102,88,1,5,10,7,3,0,46,1572,1
2,5,38232,1,1,43,5,28,7,6,33,4,3,1,3,5,0,53,122,0
4,3,22554,1,1,27,0,10,0,0,4,4,2,0,4,5,0,69,41,0
4,3,23536,1,0,6,0,3,0,0,1,1,0,0,3,3,0,41,10,0
2,3,49413,0,1,205,7,41,3,2,46,2,4,2,5,5,0,72,304,0
2,3,42231,1,1,24,0,8,0,1,4,1,1,0,3,5,0,55,37,0
3,2,78789,0,0,667,50,850,21,83,83,1,4,6,5,2,1,44,1754,0
2,5,56534,0,1,691,7,61,10,0,46,4,10,4,7,8,1,56,815,2
2,4,58350,0,1,493,26,206,116,80,80,4,8,3,12,6,0,53,1001,0
2,4,81217,0,0,493,70,324,146,40,84,1,3,7,11,1,0,35,1157,0
2,4,49090,0,1,494,5,82,7,0,100,3,7,2,9,7,0,73,688,0
3,2,61787,0,0,621,73,414,78,48,85,1,8,4,6,5,0,37,1319,0
4,3,18169,1,0,9,0,5,0,0,7,1,1,0,2,8,0,39,21,0
0,4,24336,1,0,1,6,2,8,2,12,1,1,0,2,7,0,43,31,0
2,3,18222,0,0,12,4,19,12,6,14,1,2,0,3,8,0,34,67,0
2,2,62335,0,1,243,131,217,85,6,26,2,3,3,13,2,0,72,708,0
0,5,42033,1,1,11,1,4,2,0,7,1,1,0,2,7,0,53,25,0
